recid	D2	Z2	earnings	prevearn	edu	n_hs2	n_hs2_abv	sex
304858	1	1	58848	9000	15	15	0	1
304859	0	0	27914	3360	12	19	0	1
304861	1	1	29864	3400	13	16	0	1
304865	1	1	13198	900	12	17	0	0
304867	1	1	10885	2000	11	9	0	0
304868	1	1	19959	1700	9	1	0	0
304869	0	1	1170	200	8	28	0	1
304870	0	0	6446	0	12	16	0	0
304871	1	1	2421	1500	12	1	0	1
304872	1	1	0	0	8	15	0	0
304873	0	0	40038	98	12	1	0	0
304877	1	1	25611	0	16	19	0	0
304880	1	1	9640	12000	11	37	1	1
304883	0	0	2658	700	12	9	0	1
304887	0	0	0	300	13	16	0	1
304889	1	1	11196	0	14	13	0	1
304891	0	1	13135	2000	8	5	0	1
304897	0	0	0	0	10	0	0	0
304899	0	1	13241	8160	12	39	1	0
304900	0	0	20691	2000	12	9	0	0
304905	0	0	38102	6400	11	13	0	1
304907	1	1	26458	0	12	9	0	1
304911	0	0	611	3800	13	2	0	0
304912	1	1	31474	5200	14	16	0	1
304913	0	0	10765	3000	9	17	0	1
304918	0	1	44316	7800	13	16	0	1
304920	1	1	11190	6670	12	15	0	0
304924	0	0	23878	20	12	39	1	0
304925	1	1	0	0	12	0	0	0
304928	0	1	14718	2300	11	13	0	0
304929	1	1	5082	35	12	16	0	0
304931	1	1	24830	160	8	1	0	0
304932	0	1	35137	4500	12	2	0	1
304935	1	1	22716	627	9	9	0	0
304936	0	1	22746	4000	10	13	0	1
304940	1	1	2181	0	9	17	0	0
304941	0	1	26383	5600	12	13	0	0
304942	0	1	15203	0	12	13	0	1
304943	1	1	69459	0	12	13	0	1
304945	0	0	3195	0	10	16	0	0
304946	1	1	744	600	13	17	0	1
304948	1	1	5966	3352	12	5	0	0
304950	0	0	27726	5000	12	19	0	1
304951	0	0	7245	5000	9	13	0	0
304953	0	0	4128	0	12	9	0	0
304954	1	1	30326	0	12	2	0	0
304958	0	0	15116	360	12	0	0	1
304963	1	1	24892	11000	12	1	0	1
304967	0	0	39228	0	11	13	0	1
304968	1	1	37708	5000	14	17	0	1
304970	0	0	16665	9550	12	13	0	1
304973	0	0	0	0	12	19	0	0
304976	1	1	2783	100	8	13	0	0
304978	0	1	29318	4800	12	346	1	1
304984	1	1	33513	5000	13	9	0	0
304985	0	1	3008	100	12	15	0	1
304987	1	1	4384	0	11	19	0	0
304989	0	0	162	10000	12	16	0	1
304996	1	1	15813	2500	9	16	0	0
304998	0	0	53049	9749	12	0	0	0
305001	0	0	17539	360	10	13	0	1
305003	0	0	642	4028	12	15	0	0
305004	1	1	30132	3000	12	39	1	0
305009	0	0	30	0	14	15	0	1
305012	0	0	17305	1359	11	5	0	1
305013	0	0	3060	0	17	1	0	0
305014	1	1	27092	7000	11	13	0	0
305015	0	1	45	200	10	2	0	0
305016	1	1	0	0	8	9	0	0
305019	1	1	8616	0	12	13	0	1
305020	0	1	8529	0	13	0	0	0
305023	0	1	20607	3000	14	28	0	0
305029	1	1	59349	19670	12	13	0	1
305030	1	1	47532	1373	9	13	0	1
305032	0	1	20039	15	12	40	1	1
305034	0	0	27954	200	12	28	0	0
305038	1	1	0	754	9	17	0	0
305039	1	1	0	1200	14	1	0	1
305042	1	1	20877	5000	13	17	0	0
305043	1	1	0	0	12	19	0	0
305045	1	1	9550	670	12	17	0	1
305047	1	1	201	4700	12	16	0	0
305051	0	1	5314	2080	12	28	0	0
305052	1	1	29691	0	12	1	0	0
305053	1	1	46494	1500	12	16	0	1
305056	1	1	11703	4800	12	37	1	0
305061	0	1	11276	1000	14	13	0	1
305062	0	1	0	98	12	13	0	0
305067	0	1	27557	27746	12	37	1	1
305068	0	0	31131	360	16	9	0	0
305069	0	0	53031	9076	8	0	0	1
305071	1	1	117	4277	11	1	0	0
305072	0	1	98	0	12	13	0	0
305073	0	1	25340	7000	12	5	0	1
305074	1	1	7407	3300	12	13	0	0
305075	1	1	210	8331	12	16	0	0
305078	0	0	20416	5680	12	39	1	0
305080	0	1	201	0	9	13	0	1
305081	1	1	6567	2000	12	13	0	0
305084	1	1	3285	0	8	1	0	0
305085	1	1	6845	0	12	13	0	1
305086	0	0	0	0	11	37	1	1
305087	0	1	4142	9000	11	39	1	0
305089	0	1	2286	2000	14	17	0	0
305090	1	1	0	0	14	9	0	1
305093	0	1	56748	4000	15	9	0	0
305094	1	1	19096	4000	12	17	0	1
305095	0	1	2878	1600	8	13	0	1
305099	1	1	84426	15000	13	13	0	1
305101	1	1	9916	7000	10	16	0	0
305107	0	0	11037	6000	12	17	0	1
305108	0	0	17223	4500	10	13	0	1
305114	1	1	0	4485	11	19	0	1
305115	0	1	1643	1900	13	2	0	1
305119	0	0	0	0	12	13	0	1
305122	1	1	6845	4900	12	16	0	0
305123	1	1	7379	4000	16	5	0	1
305125	1	1	20485	0	8	19	0	0
305131	1	1	1074	0	11	17	0	1
305137	1	1	9283	5000	12	13	0	0
305138	1	1	16590	6000	14	17	0	0
305142	1	1	11911	1100	14	2	0	1
305146	0	0	40253	140	11	13	0	0
305147	1	1	1390	1800	12	17	0	1
305149	1	1	25021	6000	12	39	1	1
305151	1	1	6828	2500	9	9	0	1
305154	1	1	0	0	9	9	0	0
305155	1	1	45	2144	8	13	0	1
305156	1	1	10848	0	12	0	0	1
305159	0	0	34011	5200	13	13	0	0
305160	0	0	39323	8000	8	13	0	0
305165	1	1	29640	0	12	19	0	0
305168	0	0	0	3000	9	346	1	0
305170	0	0	0	14080	12	28	0	1
305171	0	0	9837	1300	13	19	0	0
305172	0	1	1560	0	11	0	0	1
305176	1	1	43929	1660	16	15	0	1
305179	0	0	4965	0	12	9	0	0
305181	1	1	14953	900	13	9	0	1
305182	0	1	35444	10500	12	16	0	0
305184	0	0	8907	0	10	28	0	1
305191	0	1	8913	0	8	9	0	0
305194	0	0	46243	14000	13	39	1	1
305196	0	1	0	2330	12	37	1	1
305197	0	1	33	0	12	13	0	0
305207	0	1	23541	7340	12	39	1	1
305211	1	1	3948	1300	10	37	1	1
305212	0	0	6689	2012	12	37	1	0
305214	1	1	2901	0	8	1	0	0
305222	1	1	16320	0	12	15	0	1
305223	0	0	0	0	12	2	0	0
305224	0	0	67741	5280	11	17	0	1
305226	0	1	1484	190	12	0	0	1
305229	1	1	22080	8	8	1	0	1
305231	1	1	94715	14000	12	13	0	1
305232	1	1	0	5000	14	17	0	0
305233	1	1	37456	1600	12	9	0	1
305235	0	0	16476	0	12	19	0	0
305239	0	0	933	320	17	15	0	0
305242	0	0	57357	129	13	9	0	1
305243	0	0	12459	0	12	17	0	0
305246	0	0	15467	5000	10	13	0	1
305251	1	1	43447	9000	8	9	0	1
305252	1	1	104	3500	14	9	0	1
305256	1	1	8487	10000	11	39	1	1
305260	0	1	6798	0	12	19	0	0
305261	1	1	0	0	12	17	0	0
305264	0	0	402	0	10	15	0	0
305268	1	1	28349	299	12	13	0	0
305269	1	1	1274	16700	14	13	0	1
305274	0	1	84	0	10	2	0	1
305276	0	0	33750	7000	14	13	0	0
305277	0	0	27805	9870	12	2	0	0
305283	0	1	24389	4000	10	17	0	0
305284	1	1	22816	0	12	9	0	0
305286	1	1	24894	14000	12	13	0	1
305287	0	0	9078	20000	11	39	1	1
305288	0	0	8157	2900	12	9	0	1
305289	0	0	9373	3000	12	17	0	0
305290	0	0	19707	4692	11	1	0	0
305291	0	0	17976	1000	13	16	0	1
305292	0	0	2320	2500	8	39	1	0
305296	1	1	21705	3500	12	17	0	0
305297	0	0	0	0	8	19	0	1
305300	0	1	25483	300	11	37	1	0
305306	0	0	0	8000	12	13	0	0
305308	0	1	55296	5000	8	19	0	1
305310	1	1	3405	870	12	1	0	0
305311	0	0	0	0	12	16	0	0
305312	1	1	117	0	9	17	0	0
305314	0	1	42174	3640	12	39	1	0
305318	0	0	13173	0	12	13	0	0
305321	0	1	435	3200	11	1	0	0
305322	0	1	0	0	12	13	0	0
305326	0	0	21325	1200	10	13	0	0
305328	0	0	0	7192	12	13	0	0
305329	1	1	18393	4500	12	16	0	0
305331	1	1	4212	0	10	13	0	0
305332	1	1	2752	4300	9	17	0	1
305341	1	1	39125	4500	12	13	0	0
305343	0	0	3433	350	8	17	0	0
305344	1	1	41820	3000	16	19	0	1
305345	1	1	544	130	15	15	0	1
305348	0	0	10353	3033	11	13	0	0
305352	1	1	484	0	11	9	0	1
305353	0	0	37641	0	8	19	0	1
305354	1	1	54109	0	15	19	0	0
305355	0	0	16648	8000	16	13	0	1
305357	1	1	1465	0	12	9	0	0
305359	1	1	21880	5000	11	13	0	0
305361	1	1	3782	900	12	39	1	0
305363	0	1	2066	0	13	13	0	1
305365	0	0	33909	84	13	13	0	0
305366	0	0	40968	3967	13	1	0	0
305370	1	1	25551	1211	10	16	0	1
305373	1	1	0	0	13	15	0	0
305376	0	0	9800	6400	10	1	0	0
305377	0	0	16651	7150	10	13	0	1
305379	0	0	15621	8645	11	17	0	0
305382	0	0	32901	2000	12	15	0	0
305383	0	1	0	80	12	13	0	0
305385	1	1	10885	7000	10	2	0	1
305387	0	0	23211	6000	12	5	0	1
305393	0	0	17082	1314	12	37	1	1
305394	0	0	13305	0	8	9	0	0
305395	0	0	12663	0	9	37	1	0
305396	1	1	0	6300	12	39	1	1
305397	0	1	610	1058	10	28	0	0
305398	1	1	4704	1000	14	15	0	1
305400	1	1	0	0	12	16	0	1
305401	1	1	31440	1564	9	0	0	1
305403	1	1	21793	1651	12	39	1	0
305404	0	1	16712	390	10	9	0	0
305406	1	1	29524	4000	12	1	0	0
305407	0	0	30306	4600	12	19	0	1
305408	1	1	36967	3060	12	19	0	1
305409	1	1	4087	0	12	15	0	0
305410	0	0	15075	400	8	1	0	0
305411	1	1	5337	2580	9	9	0	0
305416	1	1	18823	7000	12	16	0	1
305420	1	1	39747	4700	10	16	0	0
305427	0	0	27628	0	12	0	0	0
305431	0	0	20715	0	12	9	0	0
305441	1	1	3117	0	12	17	0	0
305444	0	0	14304	6802	12	17	0	0
305447	0	1	19065	5000	12	19	0	0
305449	0	0	9620	516	12	2	0	0
305451	1	1	17646	0	14	17	0	0
305453	1	1	3720	1400	18	13	0	1
305457	0	0	8793	5161	12	16	0	0
305459	1	1	23757	1800	12	37	1	1
305462	1	1	19380	600	13	37	1	0
305463	0	0	0	62	9	1	0	0
305465	0	0	2447	5000	12	17	0	0
305466	1	1	10627	800	10	19	0	0
305467	1	1	13425	2400	8	19	0	0
305470	0	0	9840	3000	12	19	0	0
305471	0	1	11793	0	12	13	0	1
305475	1	1	3435	1942	10	16	0	0
305478	0	1	22941	5385	9	9	0	0
305482	0	0	43551	9000	14	19	0	0
305485	1	1	21726	0	12	17	0	0
305487	0	1	27138	3000	15	13	0	1
305489	0	1	17896	200	13	13	0	0
305493	0	1	3749	1729	11	9	0	0
305499	1	1	19481	9000	12	15	0	1
305502	1	1	8231	2927	12	17	0	0
305504	0	1	77388	6000	8	9	0	1
305505	0	1	1830	10307	14	39	1	1
305507	0	1	0	104	8	19	0	0
305508	0	0	0	0	8	19	0	0
305509	1	1	53349	16800	12	13	0	1
305511	1	1	12618	0	12	13	0	1
305512	0	1	1125	800	11	13	0	1
305520	0	1	64578	8280	15	13	0	1
305523	0	1	3967	300	9	13	0	0
305524	1	1	24938	3200	12	2	0	0
305527	1	1	162	77	8	39	1	1
305531	1	1	16743	3342	9	13	0	0
305534	1	1	44574	3000	12	1	0	0
305536	1	1	14508	2500	16	17	0	1
305538	0	1	16735	500	16	13	0	0
305539	0	1	2621	0	10	13	0	0
305540	0	0	16692	7800	12	16	0	0
305543	1	1	5017	0	12	13	0	0
305547	1	1	20494	3000	12	39	1	1
305550	0	0	43293	9000	8	13	0	1
305553	1	1	0	0	12	17	0	0
305554	0	1	25168	5800	12	15	0	1
305555	1	1	22375	1024	16	16	0	0
305557	1	1	34023	5022	9	1	0	0
305558	0	0	0	600	12	39	1	1
305559	1	1	5652	800	12	16	0	0
305561	0	0	2179	1100	12	39	1	1
305564	0	1	3630	300	12	28	0	0
305565	1	1	0	80	14	15	0	1
305566	0	1	0	125	9	13	0	1
305568	1	1	17081	5500	12	346	1	0
305570	0	1	2143	3000	12	28	0	0
305572	1	1	16464	3200	8	15	0	0
305576	0	0	5172	1000	12	15	0	0
305577	1	1	28910	13000	12	15	0	1
305580	0	0	64594	20000	9	1	0	1
305582	0	1	12861	0	10	28	0	0
305584	0	0	12861	864	8	13	0	1
305588	0	0	34215	10500	14	1	0	1
305589	0	1	37774	0	8	1	0	0
305590	0	0	22239	0	10	13	0	1
305591	1	1	7896	6390	10	13	0	1
305592	0	1	18125	6000	12	15	0	1
305593	1	1	9395	0	9	17	0	0
305596	1	1	35925	1200	12	0	0	1
305597	1	1	9843	7000	12	13	0	1
305599	1	1	16995	4000	12	13	0	1
305605	0	0	2502	0	10	1	0	0
305608	0	1	33927	1500	12	19	0	1
305611	0	1	162	13000	10	13	0	1
305614	0	0	5217	0	10	13	0	0
305616	0	0	0	0	8	19	0	0
305617	0	1	11010	800	15	13	0	0
305621	0	1	0	0	10	15	0	0
305622	1	1	72118	8000	12	13	0	1
305627	1	1	1530	0	11	17	0	0
305628	1	1	8193	0	12	2	0	0
305629	1	1	44522	3000	13	1	0	0
305631	0	1	3784	6000	9	1	0	0
305636	1	1	38563	2500	8	13	0	1
305637	0	1	48243	895	14	39	1	1
305638	1	1	0	0	11	1	0	0
305639	0	1	0	0	8	1	0	0
305643	0	1	14985	2200	13	13	0	1
305646	1	1	0	0	16	40	1	1
305647	0	0	4137	0	8	19	0	0
305649	0	1	13333	225	9	39	1	0
305651	0	1	12804	0	12	28	0	1
305655	1	1	20120	8000	9	13	0	0
305656	0	0	3984	0	12	39	1	1
305657	0	1	66	1000	10	2	0	1
305661	1	1	25562	3000	13	15	0	1
305662	0	0	21042	0	8	1	0	0
305663	0	1	9823	6500	12	28	0	1
305664	1	1	32418	0	12	37	1	1
305665	0	0	25022	10000	10	0	0	0
305666	0	0	9258	0	12	13	0	1
305667	1	1	0	0	12	15	0	0
305669	1	1	15138	3912	12	9	0	0
305670	0	0	4776	1760	12	37	1	1
305673	1	1	16632	0	13	9	0	0
305676	0	0	0	2202	10	9	0	0
305677	0	0	34721	1000	12	19	0	1
305679	1	1	8757	2160	10	9	0	0
305681	0	1	2919	0	12	17	0	0
305684	1	1	12520	7600	12	17	0	0
305686	0	0	268	297	12	16	0	0
305687	1	1	25047	4200	11	39	1	1
305688	0	1	162	0	11	39	1	0
305689	0	0	279	220	12	9	0	1
305692	1	1	4937	0	12	5	0	0
305693	1	1	7588	1000	12	39	1	1
305694	1	1	27916	425	12	1	0	0
305695	0	1	0	3204	12	0	0	0
305696	0	0	0	8500	18	13	0	1
305697	1	1	34040	5154	8	16	0	1
305701	1	1	27809	3000	12	16	0	0
305703	1	1	42857	2500	12	15	0	1
305704	1	1	36786	0	11	13	0	1
305709	1	1	29855	1500	11	13	0	1
305711	0	1	294	3000	11	19	0	1
305714	0	1	41892	1600	15	15	0	1
305715	1	1	10067	900	8	1	0	1
305716	0	1	0	0	7	19	0	1
305718	0	1	10135	0	10	28	0	0
305719	0	0	46623	2000	15	17	0	1
305723	1	1	23696	3000	11	13	0	0
305724	1	1	0	0	8	17	0	0
305725	1	1	5047	6039	11	9	0	0
305729	0	0	17603	0	8	28	0	1
305733	0	0	640	4600	12	13	0	0
305735	0	0	1533	500	11	40	1	0
305736	1	1	21564	4500	12	16	0	1
305737	1	1	45276	11000	12	16	0	0
305738	0	1	23851	8000	13	40	1	0
305739	1	1	8634	5000	11	1	0	0
305741	0	0	32942	12000	12	39	1	1
305745	1	1	18687	1500	12	19	0	0
305747	1	1	2550	0	10	2	0	1
305748	0	0	0	0	12	9	0	0
305749	1	1	2748	2700	12	2	0	1
305750	0	0	40171	11699	17	39	1	0
305751	1	1	30993	0	10	19	0	1
305753	1	1	3242	0	16	19	0	0
305754	0	1	22513	5	8	9	0	0
305755	0	1	37502	0	12	13	0	1
305757	0	0	42515	2400	12	39	1	1
305758	1	1	14991	1900	14	19	0	1
305760	1	1	2259	0	10	9	0	0
305761	0	0	12158	0	12	17	0	0
305763	0	0	369	0	11	13	0	0
305765	0	0	19263	5000	13	2	0	1
305766	0	1	8109	2426	10	13	0	0
305770	1	1	26563	0	11	16	0	0
305771	1	1	29283	2500	14	16	0	0
305772	0	0	11576	3000	11	1	0	1
305773	0	1	4624	400	13	13	0	0
305774	0	1	36913	11000	11	13	0	0
305775	0	0	19659	350	12	19	0	0
305778	1	1	1182	4800	13	17	0	1
305779	0	1	21435	4000	13	0	0	0
305780	1	1	0	0	12	15	0	1
305783	0	0	47871	0	10	37	1	1
305784	1	1	6661	4186	12	39	1	0
305787	1	1	26415	1200	12	0	0	1
305788	0	1	42021	22000	11	13	0	1
305789	1	1	2250	0	11	17	0	0
305790	0	0	15687	1700	17	15	0	1
305791	0	0	26698	12381	17	13	0	1
305793	0	0	17598	18000	15	13	0	0
305797	0	0	16454	4400	10	5	0	1
305800	0	0	6995	0	10	13	0	0
305801	1	1	2348	570	11	17	0	0
305802	0	1	26088	6000	12	13	0	1
305804	0	0	0	0	12	13	0	0
305807	0	0	5826	2095	12	5	0	0
305808	1	1	4365	0	14	17	0	1
305809	1	1	10872	0	12	39	1	0
305810	1	1	4839	1000	10	16	0	0
305811	1	1	0	3600	14	0	0	0
305813	1	1	41225	0	12	17	0	0
305814	1	1	4521	0	10	16	0	1
305815	0	0	22318	0	13	16	0	1
305822	1	1	3261	0	12	37	1	0
305824	0	0	19857	700	11	16	0	1
305825	0	0	6099	2536	9	0	0	1
305828	1	1	27732	4200	16	39	1	1
305832	1	1	57149	7488	12	13	0	0
305834	0	0	30435	8000	12	13	0	1
305839	0	0	2545	999	9	13	0	1
305843	0	0	25542	0	10	19	0	0
305845	0	0	1211	6500	8	13	0	1
305847	1	1	28417	5400	11	1	0	0
305850	0	0	15665	5600	12	17	0	0
305851	1	1	16922	5044	11	13	0	0
305857	1	1	18154	2418	8	19	0	0
305858	1	1	48795	2868	14	5	0	0
305861	1	1	18075	0	10	19	0	0
305862	0	0	6265	0	13	19	0	0
305863	1	1	19717	3500	10	16	0	0
305864	0	1	14982	8700	11	37	1	1
305866	1	1	21917	6000	12	17	0	0
305868	1	1	13422	0	11	19	0	1
305869	0	0	49146	10000	11	13	0	0
305873	0	1	37421	500	12	15	0	1
305875	0	1	0	6000	12	39	1	0
305877	1	1	4378	3200	12	17	0	0
305878	0	1	0	0	11	40	1	0
305880	0	1	5439	1430	14	9	0	1
305887	0	1	8570	7000	14	13	0	1
305889	1	1	0	0	12	19	0	0
305891	1	1	42877	900	15	13	0	1
305892	0	1	14680	3300	8	1	0	1
305893	1	1	17727	400	12	9	0	1
305894	1	1	19851	4000	12	13	0	0
305896	0	0	672	1200	9	19	0	1
305898	1	1	14754	1300	9	1	0	1
305900	0	0	711	0	12	1	0	0
305901	1	1	9166	0	16	17	0	0
305903	0	0	0	14000	16	13	0	1
305904	0	1	678	0	13	28	0	0
305905	0	1	14682	1472	15	15	0	0
305906	1	1	60730	14700	13	5	0	1
305908	1	1	38774	500	13	15	0	1
305910	1	1	30004	8000	9	1	0	0
305911	1	1	8819	2645	12	5	0	0
305912	0	1	99	3000	12	13	0	1
305913	1	1	28762	8000	12	0	0	0
305918	1	1	62820	11980	13	40	1	0
305921	0	0	2970	0	12	19	0	1
305925	0	0	13006	465	10	16	0	1
305927	0	1	21706	8190	12	39	1	1
305928	1	1	20415	1200	14	15	0	1
305930	1	1	1986	200	12	9	0	0
305931	1	1	26260	0	11	15	0	0
305932	1	1	1569	800	10	16	0	0
305939	1	1	22677	0	8	9	0	1
305940	0	0	648	1200	12	37	1	0
305944	0	0	93869	0	14	37	1	1
305945	0	0	486	1200	12	13	0	1
305952	1	1	0	0	12	9	0	0
305953	1	1	954	1277	10	13	0	1
305965	0	1	26346	7050	12	13	0	0
305967	0	0	0	2000	11	13	0	1
305970	0	1	20641	7000	11	13	0	1
305977	0	1	11518	8137	12	39	1	0
305978	0	0	13722	0	11	5	0	0
305980	0	0	0	0	12	40	1	0
305983	0	0	1711	0	12	346	1	0
305985	1	1	40837	850	11	13	0	0
305987	0	0	0	0	12	16	0	0
305989	0	0	8268	10400	14	13	0	1
305990	1	1	10701	90	12	15	0	1
305997	1	1	41388	4000	11	1	0	0
305998	0	0	0	0	12	17	0	0
305999	0	1	5035	0	12	17	0	1
306004	0	1	5551	400	11	13	0	0
306007	1	1	8902	3000	12	1	0	0
306014	0	0	11286	1200	12	16	0	1
306018	1	1	35142	0	10	40	1	0
306019	1	1	10695	9323	15	13	0	1
306020	0	0	1359	300	10	17	0	1
306023	1	1	20769	6430	12	16	0	0
306024	0	0	1452	0	11	39	1	1
306027	1	1	12340	4000	11	37	1	1
306029	0	0	49635	11531	11	39	1	1
306034	0	1	0	0	8	13	0	0
306036	1	1	17540	0	12	15	0	0
306038	1	1	65574	0	11	13	0	0
306046	0	1	2127	0	12	9	0	1
306047	0	0	19347	2000	13	15	0	0
306055	0	1	1371	5400	10	2	0	1
306056	1	1	0	165	12	19	0	1
306059	0	1	0	1375	12	2	0	0
306065	0	0	9993	0	12	17	0	0
306066	0	0	7209	0	14	19	0	1
306068	1	1	13206	1750	13	39	1	1
306071	1	1	0	0	12	17	0	0
306073	0	0	44309	1109	11	16	0	0
306076	0	0	2746	300	12	13	0	0
306079	0	0	30158	12000	9	1	0	1
306080	0	0	4468	4232	9	17	0	0
306081	0	0	0	500	12	1	0	1
306083	0	0	48783	4990	16	0	0	0
306084	1	1	15135	1000	10	16	0	1
306086	0	0	35796	0	10	13	0	1
306087	1	1	21801	2400	12	2	0	1
306089	0	0	13251	0	12	13	0	0
306092	1	1	23565	900	12	0	0	1
306093	1	1	5949	2600	12	13	0	0
306096	1	1	195	750	10	17	0	1
306097	1	1	36477	0	12	1	0	0
306099	0	0	65362	5000	12	40	1	1
306101	0	1	0	2800	12	13	0	1
306103	1	1	35200	8290	13	9	0	1
306104	0	0	0	0	8	15	0	0
306105	0	0	32624	30000	12	13	0	1
306106	0	0	12050	1500	12	13	0	0
306110	0	0	0	0	10	1	0	0
306111	0	0	46633	125	12	13	0	1
306113	0	0	11619	3216	12	9	0	0
306114	0	0	19827	4595	12	13	0	0
306115	0	1	8416	0	13	19	0	1
306117	0	1	3059	3600	10	13	0	0
306121	0	1	17669	600	11	1	0	1
306122	0	0	11612	3744	13	17	0	1
306123	0	1	2248	0	10	9	0	1
306132	0	0	2850	0	10	2	0	1
306136	0	0	20335	6900	13	13	0	1
306137	0	1	6990	1569	12	39	1	0
306140	0	0	0	15000	12	13	0	1
306141	0	1	0	0	9	19	0	0
306142	1	1	35402	0	10	1	0	1
306145	0	1	27544	0	12	13	0	0
306146	1	1	5227	3986	10	39	1	0
306152	1	1	30687	1400	10	39	1	1
306153	0	1	18402	25	10	1	0	0
306154	0	1	5013	500	12	13	0	1
306155	1	1	6425	0	12	9	0	0
306157	1	1	16151	0	11	9	0	0
306159	1	1	10838	31	12	9	0	0
306163	0	0	11987	5600	12	13	0	0
306164	0	1	24531	6000	12	13	0	0
306165	0	1	6879	0	12	17	0	0
306166	1	1	606	4000	13	19	0	1
306167	0	1	28479	5400	12	2	0	1
306171	0	1	13674	60	12	0	0	0
306173	1	1	13299	1720	12	9	0	0
306175	1	1	26084	0	12	28	0	0
306176	0	1	120	0	8	17	0	0
306179	0	0	15624	20000	13	13	0	1
306181	1	1	2817	421	12	9	0	0
306184	0	1	5973	0	8	13	0	0
306186	1	1	7521	13500	16	16	0	1
306187	1	1	0	18000	8	37	1	0
306188	0	1	24899	11000	12	16	0	1
306191	0	0	23467	6000	14	19	0	1
306194	1	0	300	425	11	15	0	0
306195	0	0	4071	300	11	17	0	0
306196	1	1	6466	400	16	16	0	0
306198	0	0	12542	98	12	13	0	0
306201	1	1	8435	4251	12	39	1	0
306204	1	1	10289	1200	13	15	0	0
306206	0	0	53353	2000	12	39	1	1
306208	0	0	18804	1200	12	17	0	1
306209	0	0	12840	250	12	1	0	0
306211	1	1	117	120	12	16	0	1
306213	0	0	14106	2988	12	17	0	0
306215	0	0	19739	2200	8	13	0	1
306218	0	0	35548	4000	13	39	1	0
306220	1	1	0	98	10	1	0	0
306223	1	1	48344	0	12	13	0	1
306225	0	0	1047	12000	12	13	0	1
306226	0	0	17040	7000	12	1	0	1
306227	0	0	20773	7848	10	13	0	0
306229	0	0	4288	3000	10	13	0	0
306232	0	0	1946	2500	11	13	0	0
306233	1	1	0	3200	14	15	0	1
306234	0	1	4485	4163	8	9	0	0
306236	1	1	17339	1117	14	13	0	0
306237	1	1	31653	0	14	17	0	0
306239	1	1	9834	10027	12	13	0	0
306241	0	1	522	1000	13	28	0	1
306242	0	1	1223	120	8	1	0	0
306247	0	0	27	4697	12	13	0	1
306249	0	1	0	7800	11	17	0	1
306250	0	1	36839	0	12	39	1	0
306252	1	1	23491	800	15	39	1	0
306256	0	0	21931	8000	12	13	0	0
306262	0	0	34539	8903	12	0	0	1
306263	0	0	0	0	12	16	0	0
306264	0	0	222	0	11	1	0	0
306266	1	1	18360	500	12	13	0	0
306267	1	1	20891	0	9	1	0	0
306270	0	0	15893	0	8	19	0	1
306272	0	0	2613	2200	10	39	1	1
306276	0	0	24600	13440	10	19	0	0
306277	0	1	0	0	12	13	0	0
306278	1	1	6634	0	8	1	0	0
306279	1	1	214	2250	13	16	0	0
306282	0	1	37272	3900	16	1	0	0
306283	1	1	28476	1750	11	0	0	1
306285	0	0	4722	5000	11	2	0	0
306286	0	0	684	6000	12	39	1	1
306291	0	0	20118	1500	15	13	0	1
306292	0	0	3358	1684	11	16	0	0
306294	0	0	34029	7000	12	9	0	1
306295	0	0	0	0	7	19	0	1
306296	0	0	3385	110	10	16	0	1
306297	1	1	20771	3538	10	39	1	1
306302	0	0	18702	0	11	1	0	0
306305	0	0	13314	229	13	16	0	0
306308	0	0	8431	5300	12	13	0	1
306309	1	1	12399	2666	15	13	0	1
306311	0	0	19407	10500	12	19	0	1
306313	1	1	14445	5000	14	15	0	1
306314	0	1	13414	0	13	17	0	0
306316	1	1	2949	0	10	19	0	1
306319	1	1	45	0	12	17	0	0
306320	1	1	543	0	8	9	0	0
306321	0	1	17471	850	10	13	0	1
306323	0	0	3057	5720	12	39	1	0
306328	0	0	13749	0	11	2	0	1
306330	1	1	15176	888	12	28	0	0
306331	0	0	0	0	11	9	0	0
306335	0	0	732	0	12	37	1	1
306336	1	1	21308	98	12	1	0	0
306337	0	0	463	0	12	19	0	0
306339	0	1	0	133	14	2	0	1
306342	0	1	21386	6000	12	17	0	1
306343	0	1	12	0	9	39	1	1
306344	0	1	17032	0	12	13	0	1
306347	0	0	1326	600	15	15	0	1
306348	0	0	13744	7000	11	13	0	0
306356	0	1	10878	2800	12	19	0	0
306360	1	1	0	0	14	17	0	0
306363	0	0	7660	135	10	13	0	0
306364	0	1	0	7740	16	28	0	1
306366	0	1	41773	6000	12	13	0	0
306373	0	1	33472	6000	12	13	0	1
306374	0	0	6902	98	12	13	0	0
306375	1	1	6913	8000	13	346	1	1
306376	0	1	36785	5401	14	13	0	1
306383	1	1	17555	4800	15	2	0	0
306387	1	1	1475	5000	13	19	0	1
306388	0	0	14475	0	12	17	0	0
306393	1	1	46800	6888	13	13	0	1
306394	0	0	18643	6000	9	13	0	1
306397	0	0	0	0	12	9	0	0
306398	1	1	5460	4593	12	16	0	0
306399	0	1	0	0	11	13	0	1
306400	0	1	11074	1186	12	39	1	0
306402	0	1	69	6000	15	13	0	1
306403	0	0	8393	2992	9	1	0	0
306404	0	0	35784	3500	12	0	0	1
306406	0	1	13974	500	12	13	0	1
306408	0	0	1191	3000	10	19	0	1
306411	1	1	6111	4000	13	2	0	1
