recid	D2	Z2	earnings	prevearn	edu	n_hs2	n_hs2_abv	sex
309515	0	1	6266	2200	11	9	0	1
309516	0	1	2007	64	10	13	0	0
309520	0	1	26085	2000	9	2	0	1
309521	1	1	51996	8600	12	1	0	0
309522	1	1	18522	0	10	9	0	1
309523	0	0	23994	3950	12	39	1	1
309525	1	1	38681	6000	12	15	0	1
309526	1	1	16958	488	8	1	0	1
309528	1	1	24350	0	12	15	0	1
309533	0	1	1292	2200	12	13	0	0
309534	1	1	0	0	12	13	0	0
309535	0	1	20846	4500	11	39	1	0
309541	1	1	4741	12000	13	39	1	0
309543	0	0	13780	2391	9	39	1	0
309545	0	0	22443	2720	12	15	0	1
309548	0	0	13498	100	12	15	0	0
309549	1	1	18293	3000	10	9	0	0
309552	0	0	1126	1500	8	19	0	1
309553	1	1	12579	0	12	15	0	0
309564	0	0	0	0	11	1	0	0
309565	0	1	0	0	8	9	0	0
309567	1	1	31485	0	11	37	1	0
309568	1	1	44049	20643	13	0	0	1
309572	0	0	18594	0	12	1	0	0
309575	0	0	12792	0	12	16	0	0
309578	0	0	22777	950	12	17	0	0
309580	0	0	11925	4226	11	13	0	0
309582	0	0	8262	1725	12	0	0	0
309584	1	1	33864	8136	10	17	0	0
309588	0	0	0	0	11	16	0	0
309589	1	0	0	6956	13	15	0	0
309594	0	0	19714	2200	12	9	0	1
309595	0	1	11516	5200	13	17	0	0
309601	1	1	4497	450	13	16	0	1
309604	0	0	16803	7000	10	19	0	0
309608	0	0	27190	3844	12	16	0	0
309612	0	0	3150	200	10	37	1	0
309613	0	1	5445	400	12	13	0	1
309615	1	1	0	2040	14	19	0	0
309616	0	0	24958	0	14	9	0	0
309617	0	0	39984	12000	11	16	0	1
309618	1	1	312	4000	17	19	0	1
309619	0	0	4681	1800	14	39	1	0
309620	0	1	171	800	10	1	0	0
309621	1	1	11883	1005	8	13	0	0
309624	1	1	3966	900	8	13	0	1
309628	1	1	15919	9300	17	16	0	1
309629	1	1	12128	7700	13	39	1	1
309631	0	0	3003	5980	13	9	0	1
309632	0	1	14500	3000	11	13	0	1
309634	1	1	30896	1400	12	9	0	1
309636	0	0	0	0	13	37	1	0
309637	0	1	20763	0	11	1	0	0
309640	1	1	70461	0	8	19	0	1
309641	1	1	15798	5500	11	0	0	1
309642	1	1	23069	6200	12	2	0	0
309644	1	1	29361	9000	11	16	0	1
309650	0	0	2719	8974	11	39	1	1
309651	1	1	35800	0	14	13	0	0
309653	1	1	30759	2200	8	19	0	1
309654	0	0	105	0	10	19	0	0
309656	0	0	1903	8	11	2	0	0
309661	0	0	22110	5000	9	1	0	1
309662	1	1	23279	2794	10	17	0	0
309663	0	0	0	1200	13	13	0	0
309666	1	1	16511	7873	12	39	1	0
309668	0	0	9425	0	12	13	0	1
309673	0	0	8589	7000	14	0	0	1
309674	1	1	3412	4000	12	17	0	0
309675	1	1	3470	1300	15	19	0	0
309676	0	1	0	0	11	1	0	0
309677	0	0	18201	4800	10	19	0	1
309680	1	1	2674	6073	8	16	0	0
309682	0	0	48756	4680	12	13	0	1
309685	0	0	240	0	9	346	1	0
309686	0	1	0	550	13	13	0	0
309688	0	0	47189	9500	10	0	0	1
309689	1	1	0	4000	12	16	0	0
309690	1	1	18795	4300	14	39	1	0
309692	0	0	12352	7500	12	16	0	1
309693	0	1	20661	16873	10	0	0	0
309695	1	1	10464	2971	12	16	0	0
309697	1	1	0	8056	12	39	1	0
309699	1	1	22974	6100	12	13	0	0
309700	1	1	32094	0	12	19	0	0
309701	1	1	37869	8300	12	13	0	0
309702	1	1	59821	6000	14	39	1	1
309704	0	0	27156	14600	9	37	1	1
309707	0	0	20534	2000	12	9	0	1
309708	1	1	13139	0	12	17	0	0
309714	0	0	30408	9000	12	16	0	1
309716	0	0	36339	8600	12	13	0	0
309721	0	1	41542	2600	12	16	0	0
309723	1	1	17043	3172	17	39	1	1
309725	1	1	5913	3000	13	39	1	0
309726	1	1	36	9450	12	17	0	0
309727	0	0	42433	400	12	0	0	1
309728	1	1	8904	1500	11	13	0	0
309729	0	0	1318	10319	13	13	0	0
309730	0	0	9919	0	7	13	0	0
309732	1	1	49263	3000	15	19	0	1
309734	0	0	14580	150	14	15	0	1
309737	0	0	7452	11000	12	13	0	1
309741	1	1	21819	5144	11	16	0	0
309743	0	1	21509	2000	11	13	0	1
309745	1	1	13581	600	12	19	0	1
309747	1	1	21570	1100	11	13	0	1
309748	0	0	1926	1000	9	9	0	1
309750	1	1	0	0	9	40	1	1
309753	0	0	10582	6000	12	15	0	0
309754	0	1	2196	0	12	9	0	1
309756	1	1	58440	8000	12	13	0	1
309757	0	0	34430	1000	12	13	0	0
309758	0	1	147	2500	11	1	0	1
309759	0	0	22238	8437	12	9	0	0
309761	1	1	12378	0	12	16	0	0
309762	0	0	11538	0	12	0	0	0
309764	0	0	4962	240	10	1	0	0
309765	1	1	29590	1530	12	1	0	0
309766	0	0	0	0	12	16	0	0
309768	0	0	32556	3600	11	9	0	0
309771	0	0	11774	12041	12	5	0	1
309772	1	1	10908	0	12	9	0	0
309775	1	1	3147	170	9	28	0	0
309778	0	0	462	0	10	9	0	0
309780	0	0	3339	294	10	17	0	0
309783	0	0	21694	6000	8	2	0	1
309785	0	0	27504	0	9	19	0	0
309788	1	1	4269	3600	13	0	0	0
309792	1	1	2212	200	12	9	0	1
309793	0	0	5784	1000	11	17	0	0
309794	0	0	44175	8000	11	1	0	0
309795	0	1	1453	60	9	0	0	0
309797	1	1	26010	2700	17	15	0	0
309800	0	0	0	6700	12	2	0	1
309802	1	1	8748	4000	8	13	0	0
309804	1	1	687	0	12	15	0	1
309806	0	1	62008	11000	12	13	0	1
309808	1	1	12711	552	11	13	0	1
309810	0	0	39961	8635	12	1	0	0
309813	0	1	38523	0	12	17	0	0
309816	0	0	452	3000	11	39	1	1
309817	0	1	13113	8680	10	5	0	1
309818	1	1	2037	1021	12	9	0	1
309819	0	1	50423	6000	15	13	0	0
309822	0	0	19110	1000	10	9	0	1
309823	0	0	4551	0	12	13	0	0
309824	0	0	36516	98	11	1	0	1
309827	0	0	35407	11600	13	16	0	1
309829	1	1	10120	4000	12	9	0	1
309832	0	1	32011	4800	13	39	1	1
309833	1	1	28848	960	8	13	0	0
309836	1	1	0	0	12	5	0	0
309838	0	1	10351	0	12	17	0	0
309839	0	1	32850	1600	12	39	1	0
309840	0	1	0	0	14	13	0	0
309841	0	0	5721	0	12	1	0	0
309843	0	1	735	0	11	13	0	1
309845	1	1	7465	0	12	37	1	1
309847	0	1	38750	18720	12	13	0	0
309848	0	0	16313	3703	11	9	0	0
309851	0	1	1041	3000	10	16	0	1
309852	0	0	1417	1400	11	13	0	1
309853	0	1	108	3000	12	13	0	1
309854	0	1	33102	4269	11	1	0	0
309855	1	1	17761	6093	13	39	1	0
309856	0	1	0	12800	13	2	0	1
309857	0	0	13335	0	12	13	0	0
309858	0	0	17915	3474	8	13	0	1
309860	0	0	4361	900	10	5	0	1
309861	0	0	23517	0	16	1	0	1
309866	1	1	52497	35288	12	0	0	1
309867	1	1	3375	832	12	19	0	0
309871	1	1	31887	0	12	13	0	1
309877	1	1	32619	0	15	28	0	1
309878	1	1	3190	6000	12	37	1	0
309879	1	1	1750	0	12	346	1	0
309880	1	1	12183	0	12	2	0	0
309882	0	0	15012	0	11	13	0	1
309883	1	1	58653	8500	12	2	0	0
309884	1	1	10191	4870	12	16	0	0
309886	1	1	6849	0	12	19	0	0
309888	0	0	27071	4000	13	13	0	1
309889	0	0	26955	1200	12	16	0	1
309890	0	0	2622	7000	12	15	0	1
309892	0	0	34472	11885	12	39	1	0
309896	0	1	8100	5000	12	39	1	1
309902	0	1	309	0	14	17	0	0
309903	1	1	76260	6000	13	15	0	1
309906	0	0	0	0	12	13	0	1
309907	1	1	2280	2400	12	16	0	1
309908	0	0	40308	9000	16	40	1	1
309911	0	1	37694	2500	13	39	1	0
309912	1	1	3837	7000	16	13	0	1
309917	1	1	3792	1800	11	13	0	0
309925	0	1	1146	1500	16	13	0	0
309932	0	0	2340	2100	10	28	0	1
309935	0	0	16971	1440	12	13	0	0
309936	1	1	0	0	12	19	0	0
309946	0	0	0	4635	12	15	0	0
309947	0	0	35396	0	12	1	0	0
309948	1	1	22923	12000	12	15	0	1
309949	1	1	51990	900	9	0	0	1
309951	0	1	4218	200	8	13	0	0
309952	1	1	12594	6224	12	13	0	0
309956	0	0	2652	6000	11	1	0	1
309957	0	0	1803	1253	10	1	0	0
309960	1	1	6420	7000	11	39	1	1
309961	0	0	0	0	12	13	0	1
309963	0	1	15019	4000	12	13	0	1
309964	1	1	885	0	11	19	0	0
309965	1	1	12406	5000	8	28	0	0
309967	1	1	0	7900	11	37	1	0
309969	0	0	27130	2500	12	13	0	0
309973	1	1	28628	0	12	17	0	0
309975	0	0	920	955	12	16	0	1
309976	0	0	28128	7000	13	37	1	0
309979	0	0	17555	2872	9	9	0	0
309985	1	1	38226	9000	12	1	0	0
309986	0	0	0	3000	12	40	1	1
309988	0	0	9960	3000	9	2	0	1
309990	1	1	37351	10000	12	13	0	0
309991	0	1	60727	500	11	13	0	1
309992	0	0	26514	6000	14	13	0	0
309997	1	1	3903	6566	8	19	0	0
309998	1	1	2372	12000	11	39	1	1
309999	0	0	31485	0	12	19	0	0
310000	1	1	0	0	12	17	0	1
310001	1	1	1917	0	12	9	0	0
310004	0	0	10034	2520	12	346	1	1
310007	1	1	50253	711	11	0	0	0
310012	0	0	0	0	8	346	1	0
310015	0	1	0	0	10	39	1	0
310019	0	0	30408	15600	12	13	0	1
310022	0	0	19592	8000	13	28	0	0
310023	0	0	19675	0	12	5	0	0
310025	1	1	21347	1800	10	1	0	1
310027	0	1	0	0	11	19	0	0
310028	1	1	11979	2304	12	13	0	0
310031	0	1	11244	4500	13	13	0	1
310032	1	1	0	0	12	13	0	0
310034	0	1	0	7040	12	19	0	0
310035	0	0	783	0	15	15	0	0
310038	0	1	135	800	9	1	0	1
310040	0	1	3003	0	11	13	0	0
310042	1	1	40650	12000	12	16	0	0
310043	0	0	24910	9000	12	39	1	1
310046	0	0	17844	700	12	13	0	1
310048	1	1	49117	220	14	2	0	1
310049	0	1	15957	11000	13	19	0	0
310050	0	1	2312	0	12	17	0	1
310055	1	1	16672	0	10	13	0	1
310057	1	1	24939	6000	11	13	0	1
310060	0	1	3162	520	10	9	0	0
310062	1	1	29191	0	12	17	0	1
310065	0	1	17967	0	12	28	0	1
310067	0	0	54	0	11	19	0	0
310069	1	1	37884	6513	12	39	1	1
310070	1	1	11635	1700	12	16	0	0
310072	0	1	32216	1800	12	13	0	1
310073	0	0	7470	875	11	13	0	0
310085	1	1	16419	0	13	17	0	0
310087	1	1	20349	10000	12	39	1	1
310088	0	0	846	0	9	9	0	0
310092	1	1	0	0	12	19	0	0
310096	0	0	13642	5600	12	13	0	0
310097	0	0	0	0	8	9	0	1
310100	0	1	20536	20000	16	19	0	1
310101	1	1	6588	0	8	19	0	1
310103	0	0	18905	4500	12	13	0	0
310111	0	1	0	1120	12	13	0	1
310117	1	1	12753	0	12	37	1	0
310118	1	1	4597	4800	12	17	0	0
310119	0	0	1210	8000	12	13	0	1
310122	0	0	1642	0	11	9	0	0
310123	0	0	195	0	9	13	0	0
310125	0	1	4628	1200	11	346	1	1
310127	1	1	28631	176	12	0	0	0
310129	0	1	22730	12500	9	13	0	1
310130	1	1	16935	140	12	15	0	0
310131	0	0	13976	5760	8	9	0	0
310134	1	1	609	9000	12	13	0	1
310135	1	1	7218	3575	12	17	0	0
310137	0	1	1325	339	12	0	0	0
310145	0	1	6042	4500	13	2	0	1
310146	0	0	45693	15000	12	28	0	1
310147	0	0	72745	4462	14	13	0	1
310148	0	0	0	0	12	17	0	0
310151	1	1	22284	1200	12	13	0	1
310152	0	0	2517	6000	12	13	0	0
310153	1	1	4719	5720	8	19	0	1
310154	1	1	42071	1949	10	9	0	1
310157	1	1	0	0	15	346	1	0
310160	0	0	37279	8000	12	13	0	0
310161	0	1	33975	8000	14	15	0	1
310170	0	1	4333	0	14	2	0	0
310173	0	0	17331	20480	13	16	0	1
310175	1	1	25586	800	17	40	1	1
310177	0	0	17438	9100	14	39	1	0
310185	1	1	5239	4000	12	346	1	0
310186	0	0	1806	0	8	1	0	0
310191	1	1	12526	8	12	9	0	1
310195	0	0	249	1200	12	13	0	0
310197	0	0	28728	0	12	40	1	0
310198	1	1	25606	0	11	37	1	0
310200	1	1	2427	0	12	9	0	1
310203	1	1	33639	11600	8	1	0	0
310204	0	1	13562	4000	10	16	0	1
310205	0	1	1485	2000	12	13	0	1
310208	1	1	0	0	13	0	0	0
310209	1	1	18078	7372	12	19	0	0
310210	0	1	28131	11000	12	13	0	0
310212	0	1	366	0	10	19	0	0
310213	1	1	23005	0	12	9	0	0
310218	0	1	1930	0	12	37	1	1
310219	1	1	2352	400	10	2	0	0
310221	0	1	14547	0	10	13	0	0
310222	1	1	8517	0	12	17	0	0
310227	1	1	5196	1000	16	1	0	0
310228	0	0	6629	6171	12	17	0	0
310235	0	0	29106	0	16	15	0	0
310236	0	0	30281	0	9	1	0	0
310238	1	1	30249	300	9	1	0	0
310239	0	0	104528	0	13	16	0	1
310240	0	0	3588	0	12	9	0	0
310242	0	1	0	7000	8	2	0	1
310244	0	1	42106	5000	13	1	0	0
310245	0	0	50016	28000	8	13	0	1
310246	1	1	26812	0	12	2	0	0
310247	0	0	11691	5600	12	13	0	0
310250	1	1	1569	10523	16	0	0	1
310252	0	0	0	2000	8	1	0	1
310257	1	0	6168	12000	12	2	0	0
310258	0	1	9732	290	10	19	0	1
310259	1	1	13724	15000	10	13	0	1
310262	1	1	11640	0	12	13	0	0
310263	0	0	5058	160	8	19	0	0
310264	0	1	6624	4000	13	19	0	1
310266	0	0	25464	0	12	17	0	1
310269	0	0	1490	554	8	9	0	1
310275	0	0	0	8000	8	19	0	1
310276	0	1	21231	5785	12	0	0	0
310277	0	0	33282	8000	12	15	0	1
310278	1	1	19025	6000	10	1	0	1
310279	0	0	0	0	9	0	0	1
310281	0	0	5232	1777	12	13	0	0
310282	0	0	1607	0	9	19	0	0
310286	1	1	32544	80	9	1	0	1
310287	0	0	13089	2487	12	13	0	0
310289	0	1	23341	13000	12	13	0	0
310290	0	1	9615	6000	14	13	0	0
310291	1	1	16263	500	12	1	0	0
310294	1	1	34470	6000	12	13	0	0
310297	0	0	0	0	8	2	0	1
310298	1	1	40925	0	12	1	0	0
310301	0	0	61	0	11	16	0	0
310303	1	1	6864	900	12	0	0	0
310304	1	1	21291	0	12	0	0	0
310306	0	1	0	0	12	28	0	0
310309	0	0	18250	6000	9	9	0	0
310310	1	1	90987	0	12	19	0	1
310312	1	1	120	500	12	13	0	1
310314	0	0	2450	250	10	17	0	0
310315	0	1	8304	629	9	13	0	1
310317	1	1	2043	0	11	15	0	0
310328	1	1	25064	0	9	2	0	0
310332	1	1	22723	9000	14	17	0	1
310333	1	1	20612	13566	12	5	0	1
310335	1	1	46228	1600	12	0	0	1
310340	1	1	10515	2191	12	16	0	0
310342	1	1	1617	2580	10	1	0	1
310346	0	1	2433	0	10	13	0	0
310347	0	0	11100	0	12	28	0	0
310348	1	1	0	0	12	1	0	0
310349	1	1	27885	0	11	13	0	1
310352	0	0	1723	4100	16	13	0	1
310353	1	1	12849	2000	12	13	0	0
310356	0	0	14107	0	12	13	0	0
310357	0	0	6972	0	9	9	0	0
310359	0	1	19542	0	12	13	0	0
310365	0	0	30286	4575	14	0	0	1
310366	0	0	10599	2000	12	17	0	0
310368	0	0	85203	8000	16	9	0	1
310370	0	1	45	4000	12	19	0	1
310371	0	0	14282	4800	12	39	1	1
310377	1	1	26492	5000	12	13	0	0
310378	0	1	12411	2000	12	13	0	1
310380	0	1	20997	600	12	13	0	0
310384	1	1	20973	8000	12	0	0	1
310385	0	0	0	676	12	37	1	0
310387	0	0	909	652	12	1	0	0
310396	0	0	15374	4000	12	9	0	1
310400	1	1	37505	6282	11	39	1	0
310401	0	0	58146	20000	12	16	0	1
310404	0	1	27822	3010	12	13	0	1
310409	1	1	8994	2640	12	346	1	0
310414	1	1	31715	800	13	15	0	1
310423	0	0	57261	4900	16	13	0	1
310424	0	1	0	1382	8	1	0	1
310426	1	1	100	6373	13	13	0	0
310429	1	1	6998	200	12	13	0	1
310431	0	0	8820	3160	12	17	0	0
310433	1	1	8382	2300	12	13	0	0
310434	1	1	1324	3000	13	17	0	0
310438	0	1	0	4800	16	13	0	1
310439	1	1	9018	1368	12	19	0	0
310447	1	1	321	0	12	17	0	0
310454	0	0	0	2976	8	1	0	1
310455	1	1	20382	5000	15	15	0	1
310457	0	0	9266	1500	13	9	0	0
310458	1	0	36552	500	11	37	1	0
310462	0	0	0	7998	14	39	1	1
310465	0	0	2100	5000	11	39	1	0
310466	0	0	0	0	8	9	0	0
310472	0	0	21277	100	12	9	0	0
310473	0	1	5940	500	12	5	0	0
310476	1	1	51198	13000	17	13	0	1
310477	0	1	0	0	8	13	0	1
310482	1	1	13562	2000	13	13	0	0
310485	1	1	26133	5616	12	17	0	0
310487	1	1	25897	0	10	13	0	1
310488	0	0	1368	14000	12	39	1	1
310493	1	1	22171	11400	9	13	0	0
310494	1	1	70155	0	9	19	0	1
310497	1	1	1534	4500	14	16	0	0
310501	1	1	8040	0	10	9	0	0
310502	0	0	13827	6000	12	13	0	0
310504	1	1	11327	5683	11	15	0	1
310511	0	1	35694	3200	17	15	0	1
310514	1	1	0	3000	10	9	0	0
310515	1	1	63713	1020	12	1	0	0
310517	0	1	3286	3000	14	13	0	1
310520	1	1	2991	0	11	19	0	1
310523	1	1	10411	3362	12	9	0	0
310526	1	1	4518	1524	11	13	0	0
310529	0	1	50861	5760	16	13	0	0
310533	0	0	23847	5486	9	13	0	0
310534	0	1	0	3000	12	2	0	1
310536	0	0	26107	0	10	40	1	1
310537	1	1	1744	300	12	13	0	0
310539	0	0	7020	0	14	16	0	1
310541	1	1	1254	300	13	0	0	1
310543	0	1	26288	780	14	19	0	1
310544	0	0	29931	19800	12	28	0	1
310546	0	1	15073	7000	12	13	0	1
310551	0	0	2008	0	11	19	0	0
310552	1	1	30432	402	10	17	0	1
310556	0	0	2829	1440	9	17	0	0
310557	1	1	13705	59	12	15	0	0
310558	1	1	31650	0	9	17	0	0
310560	1	1	15633	6600	12	13	0	0
310561	1	1	33287	860	14	13	0	1
310563	0	1	19146	78	13	13	0	0
310564	1	1	1704	3000	11	13	0	1
310565	1	1	17358	146	12	28	0	0
310568	1	1	25887	0	11	39	1	0
310571	0	1	408	6612	11	39	1	0
310574	0	1	87	0	14	5	0	0
310575	0	0	34236	9000	11	1	0	1
310576	1	1	9763	1580	12	17	0	1
310581	0	0	20430	5148	9	13	0	0
310582	1	1	5991	0	12	19	0	1
310585	0	0	45194	18000	16	9	0	0
310588	1	1	3618	728	9	19	0	1
310589	0	0	5988	2500	12	19	0	1
310592	0	1	17610	4000	14	13	0	1
310594	0	0	7377	3115	12	37	1	0
310595	1	1	19634	3700	12	5	0	1
310597	0	0	25053	0	11	1	0	1
310598	1	1	20961	2000	12	1	0	0
310602	1	1	3986	2700	8	1	0	0
310603	1	1	27056	3464	10	39	1	1
310605	1	1	28749	3692	13	39	1	0
310606	0	0	1209	5200	12	19	0	1
310610	1	1	15569	0	12	13	0	1
310612	1	1	33206	4000	12	0	0	1
310614	1	1	0	397	11	0	0	1
310615	1	1	7398	2400	12	17	0	0
310617	1	1	16449	400	11	28	0	1
310618	0	1	3123	647	12	13	0	1
310622	1	1	55182	9240	11	39	1	1
310624	0	1	1086	4000	11	1	0	1
310626	1	1	9447	0	9	13	0	1
310629	0	0	15003	8000	12	0	0	1
310632	0	0	0	300	10	39	1	0
310633	1	1	17168	5400	13	16	0	0
310636	1	0	7718	0	12	17	0	0
310641	1	1	6520	2000	12	17	0	0
310642	1	1	874	12000	10	13	0	1
310643	1	1	47205	28000	17	16	0	1
310644	1	1	18270	2222	9	39	1	1
310647	0	1	6835	2500	10	346	1	1
310650	1	1	10565	1000	11	13	0	0
310651	0	0	0	0	12	9	0	0
310656	1	1	57	32	12	39	1	0
310657	0	0	44442	0	12	19	0	0
310658	0	0	36147	6000	12	13	0	0
310661	0	0	0	200	13	19	0	0
310662	0	1	44601	10000	10	19	0	0
310664	1	1	9110	0	10	19	0	1
310668	0	0	10287	4473	11	16	0	0
310669	0	1	27683	0	13	9	0	1
310673	1	1	21710	1347	12	39	1	0
310676	0	1	0	960	11	2	0	1
310678	1	1	18990	3000	12	1	0	0
310682	1	1	51741	0	12	9	0	1
310684	0	0	1365	1600	12	0	0	1
310685	1	1	39441	0	12	37	1	0
310688	1	1	6495	4480	11	28	0	0
310689	1	1	45701	3000	12	16	0	1
310690	1	1	4663	0	12	13	0	1
310691	0	1	27990	2000	12	9	0	1
310692	0	0	16974	725	8	1	0	1
310693	0	0	17236	12000	12	28	0	1
310694	0	1	6646	1400	13	2	0	0
310696	1	1	4731	0	10	9	0	1
310698	1	1	3031	270	12	9	0	0
310700	1	1	0	0	12	17	0	0
310702	1	1	2180	890	11	0	0	0
310705	0	0	14742	900	7	37	1	1
310706	1	1	925	0	12	13	0	0
310708	0	1	4215	3120	12	13	0	0
310709	0	0	4560	200	12	13	0	1
310710	0	0	24156	5000	9	1	0	0
310713	1	1	2543	16000	12	13	0	1
310715	1	1	0	6240	12	1	0	0
310718	1	0	6324	0	11	17	0	1
310721	0	1	672	700	9	9	0	0
310723	0	0	33140	9000	8	1	0	1
310725	1	1	16328	0	12	15	0	1
310728	0	0	9969	850	12	5	0	1
310731	1	1	17448	1646	12	28	0	0
310733	0	0	0	98	12	1	0	0
310734	0	1	31689	1020	10	19	0	0
310736	1	1	18093	5000	12	13	0	0
310739	1	1	5961	165	12	15	0	0
310740	1	1	0	260	11	13	0	0
310741	0	0	0	0	12	17	0	0
310744	1	1	25439	0	10	37	1	1
310746	0	0	5451	0	12	17	0	0
310747	0	1	0	379	9	13	0	0
310750	0	1	19509	200	14	15	0	0
310754	1	1	1752	5000	9	1	0	1
310755	0	1	33276	418	12	13	0	1
310756	0	0	1581	0	11	2	0	0
310762	0	0	846	6614	12	16	0	0
310763	0	1	15138	1600	14	13	0	1
310768	0	1	0	0	9	13	0	1
310771	1	1	26923	521	12	2	0	0
310772	1	1	10587	6	12	15	0	1
310775	0	1	4446	200	12	1	0	0
310777	1	1	20808	17000	12	1	0	1
310782	0	0	13961	5000	10	13	0	0
310785	0	0	929	1488	10	0	0	1
310787	1	1	3735	0	12	17	0	1
310789	1	1	3336	4900	9	1	0	0
310790	1	1	0	0	8	19	0	0
310793	0	0	18012	700	10	39	1	1
310795	1	1	2034	36	12	15	0	0
310805	0	1	12348	2160	12	13	0	0
310806	1	1	14026	2300	12	17	0	1
310807	1	1	0	0	10	19	0	0
310813	0	1	2761	0	9	346	1	0
310816	1	1	0	0	13	37	1	0
310818	0	0	7731	3000	11	39	1	1
310819	1	1	1393	1000	12	1	0	1
310828	1	1	0	0	11	39	1	0
310832	0	0	0	0	10	37	1	1
310833	1	1	31170	0	13	19	0	0
310834	0	1	39260	0	12	13	0	0
310837	0	0	20181	5760	10	16	0	1
310840	0	0	14247	5000	9	9	0	0
310843	0	0	27323	4462	12	17	0	0
310844	0	0	64911	0	12	0	0	1
310846	1	1	13934	6000	8	39	1	1
310847	1	1	12264	800	10	9	0	0
310851	1	1	390	3444	12	13	0	0
310852	1	1	23544	400	13	9	0	1
310853	1	1	14988	0	12	15	0	0
310855	1	1	10248	6400	12	19	0	1
310856	0	0	10395	90	12	13	0	0
310857	0	0	903	0	12	19	0	0
310859	0	1	40858	8000	14	2	0	0
310860	1	1	13381	1350	10	17	0	0
310864	0	0	8883	15600	8	13	0	1
310865	0	0	10851	900	12	39	1	1
310868	1	1	6940	1000	12	16	0	0
310869	0	0	43976	6500	10	13	0	1
310870	0	1	0	7000	12	15	0	1
310872	0	0	28161	248	11	15	0	1
310878	1	1	1998	520	13	1	0	1
310880	0	1	19044	2000	12	13	0	0
310882	0	0	15714	0	12	17	0	0
310885	1	1	41680	4000	12	0	0	0
310886	0	0	0	150	12	16	0	0
310889	0	0	4144	1100	12	39	1	1
310894	1	1	11003	6000	12	1	0	1
310896	0	0	783	6	11	2	0	1
310898	1	1	3363	0	11	1	0	0
310905	0	0	0	0	12	19	0	0
310907	0	0	4669	2320	12	17	0	1
310908	0	0	3639	900	12	37	1	0
310909	0	1	0	500	11	13	0	1
310914	1	1	10209	0	12	17	0	0
310916	0	0	0	0	12	19	0	0
310918	0	1	34044	0	13	15	0	0
310923	1	1	2392	4700	16	16	0	1
310924	1	1	0	0	12	9	0	0
310927	0	0	29931	6800	14	39	1	0
310931	0	1	28872	3500	11	37	1	1
310934	0	0	25632	8000	13	13	0	1
310936	0	0	24951	900	10	2	0	1
310938	1	1	1986	0	12	39	1	0
310942	1	1	16892	0	11	9	0	1
310943	0	0	13981	2876	11	39	1	1
310945	0	1	8553	0	10	9	0	1
310946	0	0	10569	0	11	28	0	0
310947	0	1	25691	5000	12	15	0	1
310949	0	0	16307	500	12	1	0	0
310951	0	0	17915	500	13	13	0	0
310953	1	1	5328	2299	12	37	1	0
310955	0	0	19553	5000	13	9	0	1
310956	0	0	18950	0	12	17	0	0
310957	0	0	12716	2428	13	0	0	0
310960	0	1	14465	1608	13	13	0	0
310963	1	1	23727	2848	13	0	0	1
310964	0	1	27340	0	12	13	0	0
310968	1	1	31431	2212	8	39	1	0
310971	1	1	1028	0	11	2	0	0
310972	0	0	1236	0	10	28	0	0
310974	0	1	63673	18000	9	13	0	1
310978	1	1	27085	9344	15	37	1	1
310983	0	1	5991	1000	11	16	0	1
310984	0	1	16869	1783	12	13	0	1
310986	0	0	0	0	12	13	0	0
310987	0	0	29400	12000	11	9	0	1
310988	1	1	54591	14000	12	13	0	1
310990	1	1	33836	1840	12	17	0	0
310992	0	1	0	2000	12	28	0	1
310993	1	1	78	700	16	16	0	1
310996	0	1	27926	1000	11	9	0	1
311001	0	0	21381	6000	10	13	0	1
311003	0	1	22320	12000	12	13	0	1
311004	1	1	0	1506	12	1	0	0
311006	0	0	11685	0	9	13	0	1
311008	0	1	26055	1120	12	19	0	1
311009	1	1	28134	3000	12	15	0	1
311012	0	0	0	0	12	13	0	0
311014	1	1	0	0	13	17	0	0
311016	1	1	31645	1102	12	19	0	0
311017	0	0	796	6120	12	17	0	0
311021	0	0	7986	558	11	1	0	0
311023	1	1	5106	0	10	1	0	1
311024	0	1	5789	7878	10	1	0	1
311025	1	1	4353	0	10	37	1	0
311029	0	1	604	7200	10	13	0	1
311038	0	0	3409	1600	12	17	0	1
311039	1	1	10396	0	12	13	0	0
311040	0	0	7337	4500	10	19	0	1
311041	0	0	4608	1000	11	1	0	0
311043	1	1	28884	1000	12	13	0	0
311045	1	1	2493	6000	12	17	0	0
311046	1	1	18014	0	8	16	0	0
311047	1	1	25268	0	8	19	0	1
311048	0	0	18213	6000	12	1	0	0
311050	0	0	9849	4000	12	17	0	1
311052	1	1	621	0	12	17	0	1
311054	1	1	31235	0	14	19	0	0
311056	0	1	0	0	12	346	1	0
311057	1	1	0	0	12	17	0	0
311059	0	1	0	300	10	9	0	1
311064	1	1	30228	0	11	9	0	1
311065	0	1	2786	1000	12	17	0	1
311068	1	1	26265	5300	12	13	0	1
311069	1	1	15655	0	13	17	0	0
311070	0	1	44614	2400	12	13	0	1
311072	1	1	0	0	11	15	0	0
311073	0	0	2776	9000	12	39	1	0
311074	0	0	11406	200	11	15	0	1
311075	1	1	12751	0	11	9	0	1
311076	1	1	1065	0	12	9	0	1
311077	0	1	0	0	9	39	1	0
311078	0	1	438	0	10	13	0	1
311079	1	1	6255	0	12	1	0	0
311080	0	0	29629	8000	12	39	1	1
